voivodeship,date,cases
podkarpackie,2020-06-23,8
małopolskie,2020-06-23,2
pomorskie,2020-06-23,19
warmińsko-mazurskie,2020-06-23,2
łódzkie,2020-06-23,40
mazowieckie,2020-06-23,40
lubelskie,2020-06-23,4
śląskie,2020-06-22,130
opolskie,2020-06-22,19
wielkopolskie,2020-06-22,19
świętokrzyskie,2020-06-22,15
podlaskie,2020-06-22,23
dolnośląskie,2020-06-22,4
podkarpackie,2020-06-22,8
małopolskie,2020-06-22,6
pomorskie,2020-06-22,2
warmińsko-mazurskie,2020-06-22,2
łódzkie,2020-06-22,48
mazowieckie,2020-06-22,33
lubelskie,2020-06-22,5
lubuskie,2020-06-22,1
śląskie,2020-06-21,128
opolskie,2020-06-21,16
wielkopolskie,2020-06-21,7
zachodniopomorskie,2020-06-21,1
świętokrzyskie,2020-06-21,6
kujawsko-pomorskie,2020-06-21,3
podlaskie,2020-06-21,15
dolnośląskie,2020-06-21,2
podkarpackie,2020-06-21,13
małopolskie,2020-06-21,16
pomorskie,2020-06-21,12
łódzkie,2020-06-21,43
mazowieckie,2020-06-21,39
lubelskie,2020-06-21,11
lubuskie,2020-06-21,1
śląskie,2020-06-20,114
opolskie,2020-06-20,23
wielkopolskie,2020-06-20,8
zachodniopomorskie,2020-06-20,1
świętokrzyskie,2020-06-20,11
kujawsko-pomorskie,2020-06-20,5
podlaskie,2020-06-20,15
dolnośląskie,2020-06-20,13
podkarpackie,2020-06-20,7
małopolskie,2020-06-20,23
pomorskie,2020-06-20,5
warmińsko-mazurskie,2020-06-20,2
łódzkie,2020-06-20,44
mazowieckie,2020-06-20,52
lubelskie,2020-06-20,5
lubuskie,2020-06-20,3
śląskie,2020-06-19,91
opolskie,2020-06-19,13
wielkopolskie,2020-06-19,11
zachodniopomorskie,2020-06-19,4
świętokrzyskie,2020-06-19,11
kujawsko-pomorskie,2020-06-19,3
podlaskie,2020-06-19,14
dolnośląskie,2020-06-19,13
podkarpackie,2020-06-19,13
małopolskie,2020-06-19,13
pomorskie,2020-06-19,4
warmińsko-mazurskie,2020-06-19,5
łódzkie,2020-06-19,63
mazowieckie,2020-06-19,84
lubelskie,2020-06-19,15
śląskie,2020-06-18,88
opolskie,2020-06-18,12
wielkopolskie,2020-06-18,9
świętokrzyskie,2020-06-18,18
kujawsko-pomorskie,2020-06-18,11
podlaskie,2020-06-18,13
dolnośląskie,2020-06-18,11
podkarpackie,2020-06-18,12
małopolskie,2020-06-18,12
pomorskie,2020-06-18,11
warmińsko-mazurskie,2020-06-18,6
łódzkie,2020-06-18,75
mazowieckie,2020-06-18,44
lubelskie,2020-06-18,6
śląskie,2020-06-17,209
opolskie,2020-06-17,23
wielkopolskie,2020-06-17,12
zachodniopomorskie,2020-06-17,3
świętokrzyskie,2020-06-17,22
kujawsko-pomorskie,2020-06-17,3
podlaskie,2020-06-17,18
dolnośląskie,2020-06-17,36
podkarpackie,2020-06-17,19
małopolskie,2020-06-17,23
pomorskie,2020-06-17,6
warmińsko-mazurskie,2020-06-17,9
łódzkie,2020-06-17,64
mazowieckie,2020-06-17,57
lubelskie,2020-06-17,11
lubuskie,2020-06-17,7
śląskie,2020-06-16,216
opolskie,2020-06-16,12
wielkopolskie,2020-06-16,8
zachodniopomorskie,2020-06-16,5
świętokrzyskie,2020-06-16,11
kujawsko-pomorskie,2020-06-16,1
podlaskie,2020-06-16,7
dolnośląskie,2020-06-16,11
podkarpackie,2020-06-16,13
małopolskie,2020-06-16,12
pomorskie,2020-06-16,5
warmińsko-mazurskie,2020-06-16,6
łódzkie,2020-06-16,62
mazowieckie,2020-06-16,36
lubelskie,2020-06-16,9
śląskie,2020-06-15,188
opolskie,2020-06-15,17
wielkopolskie,2020-06-15,17
zachodniopomorskie,2020-06-15,2
świętokrzyskie,2020-06-15,14
podlaskie,2020-06-15,13
podkarpackie,2020-06-15,14
małopolskie,2020-06-15,9
pomorskie,2020-06-15,2
łódzkie,2020-06-15,73
mazowieckie,2020-06-15,56
lubelskie,2020-06-15,1
lubuskie,2020-06-15,1
śląskie,2020-06-14,160
opolskie,2020-06-14,16
wielkopolskie,2020-06-14,14
zachodniopomorskie,2020-06-14,5
świętokrzyskie,2020-06-14,13
kujawsko-pomorskie,2020-06-14,12
podlaskie,2020-06-14,23
podkarpackie,2020-06-14,20
małopolskie,2020-06-14,16
pomorskie,2020-06-14,12
warmińsko-mazurskie,2020-06-14,1
łódzkie,2020-06-14,39
mazowieckie,2020-06-14,52
lubelskie,2020-06-14,13
lubuskie,2020-06-14,1
śląskie,2020-06-13,209
opolskie,2020-06-13,24
wielkopolskie,2020-06-13,24
zachodniopomorskie,2020-06-13,7
świętokrzyskie,2020-06-13,2
kujawsko-pomorskie,2020-06-13,4
podlaskie,2020-06-13,9
dolnośląskie,2020-06-13,17
podkarpackie,2020-06-13,16
małopolskie,2020-06-13,18
pomorskie,2020-06-13,7
łódzkie,2020-06-13,37
mazowieckie,2020-06-13,66
lubelskie,2020-06-13,6
lubuskie,2020-06-13,1
śląskie,2020-06-12,138
opolskie,2020-06-12,13
wielkopolskie,2020-06-12,12
świętokrzyskie,2020-06-12,11
kujawsko-pomorskie,2020-06-12,2
podlaskie,2020-06-12,17
dolnośląskie,2020-06-12,1
podkarpackie,2020-06-12,8
małopolskie,2020-06-12,13
pomorskie,2020-06-12,2
łódzkie,2020-06-12,90
mazowieckie,2020-06-12,68
lubuskie,2020-06-12,1
śląskie,2020-06-11,157
opolskie,2020-06-11,27
wielkopolskie,2020-06-11,27
zachodniopomorskie,2020-06-11,2
świętokrzyskie,2020-06-11,5
kujawsko-pomorskie,2020-06-11,2
podlaskie,2020-06-11,9
dolnośląskie,2020-06-11,10
podkarpackie,2020-06-11,2
małopolskie,2020-06-11,9
pomorskie,2020-06-11,2
warmińsko-mazurskie,2020-06-11,4
łódzkie,2020-06-11,73
mazowieckie,2020-06-11,54
lubelskie,2020-06-11,2
śląskie,2020-06-10,22
opolskie,2020-06-10,10
wielkopolskie,2020-06-10,1
zachodniopomorskie,2020-06-10,1
świętokrzyskie,2020-06-10,2
podlaskie,2020-06-10,8
dolnośląskie,2020-06-10,2
podkarpackie,2020-06-10,5
małopolskie,2020-06-10,10
pomorskie,2020-06-10,1
łódzkie,2020-06-10,38
mazowieckie,2020-06-10,85
śląskie,2020-06-09,11
opolskie,2020-06-09,17
wielkopolskie,2020-06-09,13
zachodniopomorskie,2020-06-09,5
dolnośląskie,2020-06-09,8
podkarpackie,2020-06-09,11
małopolskie,2020-06-09,17
pomorskie,2020-06-09,5
łódzkie,2020-06-09,45
mazowieckie,2020-06-09,80
lubuskie,2020-06-09,1
śląskie,2020-06-08,175
opolskie,2020-06-08,29
wielkopolskie,2020-06-08,6
kujawsko-pomorskie,2020-06-08,1
podlaskie,2020-06-08,5
dolnośląskie,2020-06-08,10
podkarpackie,2020-06-08,2
małopolskie,2020-06-08,29
pomorskie,2020-06-08,1
łódzkie,2020-06-08,77
mazowieckie,2020-06-08,74
śląskie,2020-06-07,108
opolskie,2020-06-07,25
wielkopolskie,2020-06-07,6
podlaskie,2020-06-07,9
dolnośląskie,2020-06-07,4
podkarpackie,2020-06-07,2
małopolskie,2020-06-07,25
pomorskie,2020-06-07,1
łódzkie,2020-06-07,119
mazowieckie,2020-06-07,36
lubelskie,2020-06-07,2
śląskie,2020-06-06,156
opolskie,2020-06-06,27
wielkopolskie,2020-06-06,27
podlaskie,2020-06-06,1
dolnośląskie,2020-06-06,7
podkarpackie,2020-06-06,1
małopolskie,2020-06-06,10
pomorskie,2020-06-06,1
łódzkie,2020-06-06,62
mazowieckie,2020-06-06,47
śląskie,2020-06-05,96
opolskie,2020-06-05,12
zachodniopomorskie,2020-06-05,1
świętokrzyskie,2020-06-05,1
podlaskie,2020-06-05,2
dolnośląskie,2020-06-05,13
małopolskie,2020-06-05,12
pomorskie,2020-06-05,1
łódzkie,2020-06-05,47
mazowieckie,2020-06-05,58
lubelskie,2020-06-05,1
lubuskie,2020-06-05,1
śląskie,2020-06-04,104
opolskie,2020-06-04,15
wielkopolskie,2020-06-04,6
świętokrzyskie,2020-06-04,5
kujawsko-pomorskie,2020-06-04,1
podlaskie,2020-06-04,1
dolnośląskie,2020-06-04,3
małopolskie,2020-06-04,15
pomorskie,2020-06-04,1
śląskie,2020-06-03,31
opolskie,2020-06-03,8
świętokrzyskie,2020-06-03,4
kujawsko-pomorskie,2020-06-03,1
podlaskie,2020-06-03,5
dolnośląskie,2020-06-03,7
małopolskie,2020-06-03,8
pomorskie,2020-06-03,1
łódzkie,2020-06-03,54
mazowieckie,2020-06-03,28
lubuskie,2020-06-03,1
śląskie,2020-06-02,56
opolskie,2020-06-02,10
zachodniopomorskie,2020-06-02,1
świętokrzyskie,2020-06-02,7
kujawsko-pomorskie,2020-06-02,1
podlaskie,2020-06-02,3
dolnośląskie,2020-06-02,7
małopolskie,2020-06-02,10
pomorskie,2020-06-02,1
łódzkie,2020-06-02,8
mazowieckie,2020-06-02,32
śląskie,2020-06-01,30
opolskie,2020-06-01,6
wielkopolskie,2020-06-01,1
świętokrzyskie,2020-06-01,3
podlaskie,2020-06-01,5
dolnośląskie,2020-06-01,30
małopolskie,2020-06-01,6
pomorskie,2020-06-01,2
łódzkie,2020-06-01,57
mazowieckie,2020-06-01,47
śląskie,2020-05-31,92
opolskie,2020-05-31,3
wielkopolskie,2020-05-31,3
zachodniopomorskie,2020-05-31,1
świętokrzyskie,2020-05-31,5
dolnośląskie,2020-05-31,4
podkarpackie,2020-05-31,1
pomorskie,2020-05-31,1
lubelskie,2020-05-31,7
śląskie,2020-05-30,54
opolskie,2020-05-30,12
wielkopolskie,2020-05-30,1
świętokrzyskie,2020-05-30,29
podlaskie,2020-05-30,1
dolnośląskie,2020-05-30,11
małopolskie,2020-05-30,12
łódzkie,2020-05-30,35
mazowieckie,2020-05-30,52
śląskie,2020-05-29,93
opolskie,2020-05-29,9
wielkopolskie,2020-05-29,8
świętokrzyskie,2020-05-29,1
podlaskie,2020-05-29,3
dolnośląskie,2020-05-29,13
małopolskie,2020-05-29,9
pomorskie,2020-05-29,1
łódzkie,2020-05-29,30
mazowieckie,2020-05-29,33
lubelskie,2020-05-29,1
śląskie,2020-05-28,69
opolskie,2020-05-28,12
wielkopolskie,2020-05-28,12
świętokrzyskie,2020-05-28,6
podlaskie,2020-05-28,3
dolnośląskie,2020-05-28,11
podkarpackie,2020-05-28,2
małopolskie,2020-05-28,5
pomorskie,2020-05-28,2
łódzkie,2020-05-28,46
mazowieckie,2020-05-28,65
lubuskie,2020-05-28,1
śląskie,2020-05-27,70
opolskie,2020-05-27,7
wielkopolskie,2020-05-27,1
świętokrzyskie,2020-05-27,4
podlaskie,2020-05-27,7
dolnośląskie,2020-05-27,15
małopolskie,2020-05-27,1
łódzkie,2020-05-27,28
mazowieckie,2020-05-27,37
śląskie,2020-05-26,87
opolskie,2020-05-26,5
wielkopolskie,2020-05-26,5
zachodniopomorskie,2020-05-26,4
podlaskie,2020-05-26,5
dolnośląskie,2020-05-26,6
pomorskie,2020-05-26,4
łódzkie,2020-05-26,22
mazowieckie,2020-05-26,76
lubuskie,2020-05-26,3
śląskie,2020-05-25,69
opolskie,2020-05-25,1
wielkopolskie,2020-05-25,1
świętokrzyskie,2020-05-25,6
kujawsko-pomorskie,2020-05-25,1
podlaskie,2020-05-25,2
dolnośląskie,2020-05-25,22
pomorskie,2020-05-25,4
łódzkie,2020-05-25,15
mazowieckie,2020-05-25,66
lubelskie,2020-05-25,2
lubuskie,2020-05-25,4
śląskie,2020-05-24,24
opolskie,2020-05-24,5
świętokrzyskie,2020-05-24,1
kujawsko-pomorskie,2020-05-24,1
podlaskie,2020-05-24,1
dolnośląskie,2020-05-24,11
podkarpackie,2020-05-24,1
małopolskie,2020-05-24,5
pomorskie,2020-05-24,2
łódzkie,2020-05-24,23
mazowieckie,2020-05-24,20
lubuskie,2020-05-24,1
śląskie,2020-05-23,21
opolskie,2020-05-23,1
kujawsko-pomorskie,2020-05-23,1
podlaskie,2020-05-23,2
dolnośląskie,2020-05-23,21
podkarpackie,2020-05-23,1
małopolskie,2020-05-23,1
pomorskie,2020-05-23,2
łódzkie,2020-05-23,12
mazowieckie,2020-05-23,40
śląskie,2020-05-22,117
opolskie,2020-05-22,1
kujawsko-pomorskie,2020-05-22,1
podlaskie,2020-05-22,2
dolnośląskie,2020-05-22,52
podkarpackie,2020-05-22,1
małopolskie,2020-05-22,1
pomorskie,2020-05-22,1
łódzkie,2020-05-22,37
mazowieckie,2020-05-22,29
śląskie,2020-05-21,62
opolskie,2020-05-21,10
wielkopolskie,2020-05-21,10
kujawsko-pomorskie,2020-05-21,2
dolnośląskie,2020-05-21,16
podkarpackie,2020-05-21,1
małopolskie,2020-05-21,5
pomorskie,2020-05-21,2
łódzkie,2020-05-21,6
mazowieckie,2020-05-21,46
lubelskie,2020-05-21,2
śląskie,2020-05-20,93
opolskie,2020-05-20,5
świętokrzyskie,2020-05-20,2
kujawsko-pomorskie,2020-05-20,1
podlaskie,2020-05-20,1
dolnośląskie,2020-05-20,9
pomorskie,2020-05-20,1
łódzkie,2020-05-20,16
mazowieckie,2020-05-20,42
śląskie,2020-05-19,113
opolskie,2020-05-19,4
świętokrzyskie,2020-05-19,1
kujawsko-pomorskie,2020-05-19,1
podlaskie,2020-05-19,7
dolnośląskie,2020-05-19,16
małopolskie,2020-05-19,2
pomorskie,2020-05-19,1
łódzkie,2020-05-19,6
mazowieckie,2020-05-19,37
śląskie,2020-05-18,42
opolskie,2020-05-18,10
wielkopolskie,2020-05-18,10
zachodniopomorskie,2020-05-18,1
dolnośląskie,2020-05-18,34
małopolskie,2020-05-18,4
pomorskie,2020-05-18,1
łódzkie,2020-05-18,11
mazowieckie,2020-05-18,33
śląskie,2020-05-17,88
opolskie,2020-05-17,15
wielkopolskie,2020-05-17,15
zachodniopomorskie,2020-05-17,1
dolnośląskie,2020-05-17,2
małopolskie,2020-05-17,1
pomorskie,2020-05-17,1
łódzkie,2020-05-17,6
mazowieckie,2020-05-17,21
śląskie,2020-05-16,27
opolskie,2020-05-16,3
dolnośląskie,2020-05-16,9
małopolskie,2020-05-16,3
pomorskie,2020-05-16,6
łódzkie,2020-05-16,7
mazowieckie,2020-05-16,19
śląskie,2020-05-15,89
opolskie,2020-05-15,15
wielkopolskie,2020-05-15,15
podlaskie,2020-05-15,1
dolnośląskie,2020-05-15,13
małopolskie,2020-05-15,4
pomorskie,2020-05-15,1
łódzkie,2020-05-15,8
mazowieckie,2020-05-15,28
śląskie,2020-05-14,93
opolskie,2020-05-14,9
wielkopolskie,2020-05-14,1
zachodniopomorskie,2020-05-14,1
kujawsko-pomorskie,2020-05-14,1
podlaskie,2020-05-14,1
dolnośląskie,2020-05-14,6
podkarpackie,2020-05-14,1
małopolskie,2020-05-14,9
pomorskie,2020-05-14,1
łódzkie,2020-05-14,7
mazowieckie,2020-05-14,22
lubelskie,2020-05-14,1
śląskie,2020-05-13,54
opolskie,2020-05-13,7
wielkopolskie,2020-05-13,1
zachodniopomorskie,2020-05-13,1
dolnośląskie,2020-05-13,12
małopolskie,2020-05-13,7
pomorskie,2020-05-13,2
warmińsko-mazurskie,2020-05-13,1
łódzkie,2020-05-13,11
mazowieckie,2020-05-13,51
śląskie,2020-05-12,288
opolskie,2020-05-12,5
wielkopolskie,2020-05-12,5
zachodniopomorskie,2020-05-12,3
podlaskie,2020-05-12,1
dolnośląskie,2020-05-12,25
małopolskie,2020-05-12,2
pomorskie,2020-05-12,3
łódzkie,2020-05-12,13
mazowieckie,2020-05-12,21
lubelskie,2020-05-12,1
śląskie,2020-05-11,71
opolskie,2020-05-11,10
wielkopolskie,2020-05-11,2
dolnośląskie,2020-05-11,6
małopolskie,2020-05-11,10
łódzkie,2020-05-11,10
mazowieckie,2020-05-11,17
lubelskie,2020-05-11,4
śląskie,2020-05-10,108
opolskie,2020-05-10,2
wielkopolskie,2020-05-10,1
zachodniopomorskie,2020-05-10,1
dolnośląskie,2020-05-10,23
małopolskie,2020-05-10,2
pomorskie,2020-05-10,1
łódzkie,2020-05-10,12
mazowieckie,2020-05-10,26
śląskie,2020-05-09,75
opolskie,2020-05-09,1
zachodniopomorskie,2020-05-09,2
świętokrzyskie,2020-05-09,1
dolnośląskie,2020-05-09,14
małopolskie,2020-05-09,1
pomorskie,2020-05-09,2
łódzkie,2020-05-09,16
mazowieckie,2020-05-09,34
śląskie,2020-05-08,108
opolskie,2020-05-08,7
wielkopolskie,2020-05-08,5
świętokrzyskie,2020-05-08,1
podlaskie,2020-05-08,2
dolnośląskie,2020-05-08,23
małopolskie,2020-05-08,5
łódzkie,2020-05-08,14
mazowieckie,2020-05-08,22
śląskie,2020-05-07,38
opolskie,2020-05-07,9
wielkopolskie,2020-05-07,1
zachodniopomorskie,2020-05-07,2
świętokrzyskie,2020-05-07,3
dolnośląskie,2020-05-07,8
podkarpackie,2020-05-07,1
małopolskie,2020-05-07,9
pomorskie,2020-05-07,2
łódzkie,2020-05-07,59
mazowieckie,2020-05-07,36
lubelskie,2020-05-07,1
lubuskie,2020-05-07,1
śląskie,2020-05-06,12
opolskie,2020-05-06,6
wielkopolskie,2020-05-06,6
zachodniopomorskie,2020-05-06,1
podlaskie,2020-05-06,1
dolnośląskie,2020-05-06,3
małopolskie,2020-05-06,1
pomorskie,2020-05-06,1
łódzkie,2020-05-06,27
mazowieckie,2020-05-06,42
śląskie,2020-05-05,35
opolskie,2020-05-05,8
wielkopolskie,2020-05-05,8
zachodniopomorskie,2020-05-05,5
dolnośląskie,2020-05-05,35
podkarpackie,2020-05-05,1
małopolskie,2020-05-05,5
pomorskie,2020-05-05,5
łódzkie,2020-05-05,20
mazowieckie,2020-05-05,78
śląskie,2020-05-04,19
opolskie,2020-05-04,6
zachodniopomorskie,2020-05-04,1
dolnośląskie,2020-05-04,3
podkarpackie,2020-05-04,7
małopolskie,2020-05-04,2
pomorskie,2020-05-04,1
łódzkie,2020-05-04,19
mazowieckie,2020-05-04,12
śląskie,2020-05-03,130
opolskie,2020-05-03,24
wielkopolskie,2020-05-03,24
zachodniopomorskie,2020-05-03,8
świętokrzyskie,2020-05-03,7
kujawsko-pomorskie,2020-05-03,3
podlaskie,2020-05-03,1
dolnośląskie,2020-05-03,25
podkarpackie,2020-05-03,9
małopolskie,2020-05-03,10
pomorskie,2020-05-03,8
łódzkie,2020-05-03,43
mazowieckie,2020-05-03,31
lubelskie,2020-05-03,7
lubuskie,2020-05-03,1
śląskie,2020-05-02,66
opolskie,2020-05-02,51
wielkopolskie,2020-05-02,51
zachodniopomorskie,2020-05-02,5
świętokrzyskie,2020-05-02,1
kujawsko-pomorskie,2020-05-02,4
podlaskie,2020-05-02,2
dolnośląskie,2020-05-02,40
podkarpackie,2020-05-02,4
małopolskie,2020-05-02,21
pomorskie,2020-05-02,6
łódzkie,2020-05-02,34
mazowieckie,2020-05-02,25
lubelskie,2020-05-02,2
śląskie,2020-05-01,141
opolskie,2020-05-01,16
wielkopolskie,2020-05-01,2
zachodniopomorskie,2020-05-01,5
kujawsko-pomorskie,2020-05-01,6
dolnośląskie,2020-05-01,17
podkarpackie,2020-05-01,8
małopolskie,2020-05-01,16
pomorskie,2020-05-01,6
łódzkie,2020-05-01,18
lubelskie,2020-05-01,5
śląskie,2020-04-30,42
opolskie,2020-04-30,19
wielkopolskie,2020-04-30,5
zachodniopomorskie,2020-04-30,9
świętokrzyskie,2020-04-30,1
podlaskie,2020-04-30,2
dolnośląskie,2020-04-30,37
podkarpackie,2020-04-30,1
małopolskie,2020-04-30,19
pomorskie,2020-04-30,9
łódzkie,2020-04-30,18
mazowieckie,2020-04-30,25
śląskie,2020-04-29,102
opolskie,2020-04-29,16
wielkopolskie,2020-04-29,16
dolnośląskie,2020-04-29,20
małopolskie,2020-04-29,13
pomorskie,2020-04-29,2
łódzkie,2020-04-29,32
mazowieckie,2020-04-29,36
śląskie,2020-04-28,25
opolskie,2020-04-28,17
wielkopolskie,2020-04-28,17
kujawsko-pomorskie,2020-04-28,19
podlaskie,2020-04-28,2
dolnośląskie,2020-04-28,25
podkarpackie,2020-04-28,8
małopolskie,2020-04-28,3
pomorskie,2020-04-28,19
łódzkie,2020-04-28,14
mazowieckie,2020-04-28,15
śląskie,2020-04-27,43
opolskie,2020-04-27,8
wielkopolskie,2020-04-27,2
zachodniopomorskie,2020-04-27,2
dolnośląskie,2020-04-27,43
podkarpackie,2020-04-27,3
małopolskie,2020-04-27,8
pomorskie,2020-04-27,6
łódzkie,2020-04-27,35
mazowieckie,2020-04-27,28
śląskie,2020-04-26,53
opolskie,2020-04-26,7
zachodniopomorskie,2020-04-26,2
świętokrzyskie,2020-04-26,1
kujawsko-pomorskie,2020-04-26,4
podlaskie,2020-04-26,1
dolnośląskie,2020-04-26,48
podkarpackie,2020-04-26,2
małopolskie,2020-04-26,7
pomorskie,2020-04-26,36
łódzkie,2020-04-26,19
mazowieckie,2020-04-26,46
lubuskie,2020-04-26,1
śląskie,2020-04-25,15
opolskie,2020-04-25,6
świętokrzyskie,2020-04-25,1
podlaskie,2020-04-25,11
dolnośląskie,2020-04-25,9
podkarpackie,2020-04-25,23
małopolskie,2020-04-25,6
pomorskie,2020-04-25,22
łódzkie,2020-04-25,23
mazowieckie,2020-04-25,96
śląskie,2020-04-24,14
opolskie,2020-04-24,12
wielkopolskie,2020-04-24,2
zachodniopomorskie,2020-04-24,2
świętokrzyskie,2020-04-24,1
kujawsko-pomorskie,2020-04-24,1
podlaskie,2020-04-24,2
dolnośląskie,2020-04-24,14
podkarpackie,2020-04-24,9
małopolskie,2020-04-24,12
pomorskie,2020-04-24,5
warmińsko-mazurskie,2020-04-24,1
łódzkie,2020-04-24,32
mazowieckie,2020-04-24,40
śląskie,2020-04-23,39
opolskie,2020-04-23,17
wielkopolskie,2020-04-23,2
zachodniopomorskie,2020-04-23,2
podlaskie,2020-04-23,4
dolnośląskie,2020-04-23,39
podkarpackie,2020-04-23,3
małopolskie,2020-04-23,17
pomorskie,2020-04-23,2
łódzkie,2020-04-23,16
mazowieckie,2020-04-23,68
śląskie,2020-04-22,34
opolskie,2020-04-22,8
wielkopolskie,2020-04-22,2
zachodniopomorskie,2020-04-22,4
świętokrzyskie,2020-04-22,5
podlaskie,2020-04-22,2
dolnośląskie,2020-04-22,8
podkarpackie,2020-04-22,5
małopolskie,2020-04-22,8
pomorskie,2020-04-22,4
łódzkie,2020-04-22,15
mazowieckie,2020-04-22,39
lubuskie,2020-04-22,1
śląskie,2020-04-21,19
opolskie,2020-04-21,23
wielkopolskie,2020-04-21,13
świętokrzyskie,2020-04-21,8
kujawsko-pomorskie,2020-04-21,5
podlaskie,2020-04-21,1
dolnośląskie,2020-04-21,19
podkarpackie,2020-04-21,4
małopolskie,2020-04-21,23
pomorskie,2020-04-21,5
łódzkie,2020-04-21,13
mazowieckie,2020-04-21,29
lubuskie,2020-04-21,1
śląskie,2020-04-20,18
opolskie,2020-04-20,16
wielkopolskie,2020-04-20,16
zachodniopomorskie,2020-04-20,3
świętokrzyskie,2020-04-20,13
podlaskie,2020-04-20,3
dolnośląskie,2020-04-20,12
podkarpackie,2020-04-20,3
małopolskie,2020-04-20,7
pomorskie,2020-04-20,4
łódzkie,2020-04-20,22
mazowieckie,2020-04-20,38
lubuskie,2020-04-20,1
śląskie,2020-04-19,30
opolskie,2020-04-19,42
wielkopolskie,2020-04-19,42
zachodniopomorskie,2020-04-19,7
świętokrzyskie,2020-04-19,7
podlaskie,2020-04-19,3
dolnośląskie,2020-04-19,30
podkarpackie,2020-04-19,4
małopolskie,2020-04-19,8
pomorskie,2020-04-19,7
łódzkie,2020-04-19,20
mazowieckie,2020-04-19,56
śląskie,2020-04-18,19
opolskie,2020-04-18,23
zachodniopomorskie,2020-04-18,12
świętokrzyskie,2020-04-18,9
kujawsko-pomorskie,2020-04-18,3
podlaskie,2020-04-18,4
dolnośląskie,2020-04-18,13
podkarpackie,2020-04-18,4
małopolskie,2020-04-18,23
pomorskie,2020-04-18,12
łódzkie,2020-04-18,33
mazowieckie,2020-04-18,53
lubelskie,2020-04-18,1
śląskie,2020-04-17,31
opolskie,2020-04-17,16
wielkopolskie,2020-04-17,14
zachodniopomorskie,2020-04-17,2
świętokrzyskie,2020-04-17,13
podlaskie,2020-04-17,3
dolnośląskie,2020-04-17,31
małopolskie,2020-04-17,11
pomorskie,2020-04-17,2
warmińsko-mazurskie,2020-04-17,2
łódzkie,2020-04-17,17
mazowieckie,2020-04-17,37
lubelskie,2020-04-17,3
śląskie,2020-04-16,36
opolskie,2020-04-16,4
wielkopolskie,2020-04-16,1
świętokrzyskie,2020-04-16,2
podlaskie,2020-04-16,5
dolnośląskie,2020-04-16,36
podkarpackie,2020-04-16,1
małopolskie,2020-04-16,4
warmińsko-mazurskie,2020-04-16,4
łódzkie,2020-04-16,18
mazowieckie,2020-04-16,54
śląskie,2020-04-15,10
opolskie,2020-04-15,35
wielkopolskie,2020-04-15,35
zachodniopomorskie,2020-04-15,3
świętokrzyskie,2020-04-15,9
kujawsko-pomorskie,2020-04-15,4
podlaskie,2020-04-15,1
dolnośląskie,2020-04-15,10
podkarpackie,2020-04-15,6
małopolskie,2020-04-15,10
pomorskie,2020-04-15,4
warmińsko-mazurskie,2020-04-15,1
łódzkie,2020-04-15,5
mazowieckie,2020-04-15,77
śląskie,2020-04-14,41
opolskie,2020-04-14,19
wielkopolskie,2020-04-14,6
zachodniopomorskie,2020-04-14,2
świętokrzyskie,2020-04-14,12
kujawsko-pomorskie,2020-04-14,7
podlaskie,2020-04-14,10
dolnośląskie,2020-04-14,10
małopolskie,2020-04-14,3
pomorskie,2020-04-14,7
łódzkie,2020-04-14,16
mazowieckie,2020-04-14,27
śląskie,2020-04-13,33
opolskie,2020-04-13,86
wielkopolskie,2020-04-13,86
zachodniopomorskie,2020-04-13,10
kujawsko-pomorskie,2020-04-13,9
podlaskie,2020-04-13,16
dolnośląskie,2020-04-13,12
podkarpackie,2020-04-13,4
małopolskie,2020-04-13,14
pomorskie,2020-04-13,10
łódzkie,2020-04-13,22
mazowieckie,2020-04-13,24
lubelskie,2020-04-13,6
śląskie,2020-04-12,65
opolskie,2020-04-12,29
wielkopolskie,2020-04-12,29
zachodniopomorskie,2020-04-12,2
świętokrzyskie,2020-04-12,5
kujawsko-pomorskie,2020-04-12,23
podlaskie,2020-04-12,27
dolnośląskie,2020-04-12,37
podkarpackie,2020-04-12,1
małopolskie,2020-04-12,19
pomorskie,2020-04-12,23
warmińsko-mazurskie,2020-04-12,11
łódzkie,2020-04-12,37
mazowieckie,2020-04-12,35
lubelskie,2020-04-12,9
lubuskie,2020-04-12,2
śląskie,2020-04-11,18
opolskie,2020-04-11,48
wielkopolskie,2020-04-11,48
zachodniopomorskie,2020-04-11,3
podlaskie,2020-04-11,3
dolnośląskie,2020-04-11,3
podkarpackie,2020-04-11,6
małopolskie,2020-04-11,16
pomorskie,2020-04-11,3
łódzkie,2020-04-11,29
mazowieckie,2020-04-11,128
lubelskie,2020-04-11,1
lubuskie,2020-04-11,2
śląskie,2020-04-10,9
opolskie,2020-04-10,38
wielkopolskie,2020-04-10,38
podlaskie,2020-04-10,16
dolnośląskie,2020-04-10,9
podkarpackie,2020-04-10,15
małopolskie,2020-04-10,10
pomorskie,2020-04-10,2
łódzkie,2020-04-10,31
mazowieckie,2020-04-10,77
lubelskie,2020-04-10,10
lubuskie,2020-04-10,1
śląskie,2020-04-09,28
opolskie,2020-04-09,19
wielkopolskie,2020-04-09,19
zachodniopomorskie,2020-04-09,4
podlaskie,2020-04-09,8
dolnośląskie,2020-04-09,8
podkarpackie,2020-04-09,7
małopolskie,2020-04-09,12
